Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,,,Pressure
14.95,0.56,-0.64,-1.41,-0.005,40
14.96,0.12,-1.32,0.09,-0.005,40
14.97,0.93,0.72,-2.32,-0.016,40
14.98,0.71,0.79,-1.64,-0.005,40
14.99,-0.03,-1.32,0.62,-0.010,40
15.00,0.12,0.26,-0.13,-0.005,40
15.01,0.19,1.32,0.62,-0.005,40
15.02,-0.62,-0.79,1.30,0.006,40
15.03,-0.55,0.04,-0.21,0.012,40
15.04,0.56,1.17,0.32,0.006,40
15.05,1.07,-0.11,0.47,-0.010,40
15.06,1.44,-0.64,0.47,-0.010,40
15.07,0.93,-0.11,-0.51,-0.010,40
15.08,0.56,-0.19,0.70,-0.005,40
15.09,-0.03,0.42,-0.81,0.001,40
15.10,-0.62,0.34,-0.58,0.012,40
15.11,-0.62,-0.11,-0.36,0.001,40
15.12,0.12,0.87,0.09,-0.005,40
15.13,0.63,0.42,0.92,0.001,40
15.14,1.00,-0.72,1.60,-0.016,40
15.15,0.93,0.57,-0.36,0.006,40
15.16,1.00,0.42,-0.28,-0.005,40
15.17,0.63,-0.42,1.38,0.001,40
15.18,1.00,0.87,-0.96,0.001,40
15.19,1.22,0.26,-0.43,-0.010,40
15.20,0.26,-0.95,-0.06,0.001,40
15.21,0.12,0.57,0.62,0.001,40
15.22,0.12,0.57,0.09,0.001,40
15.23,-0.33,-0.79,0.55,0.022,40
15.24,0.48,0.49,0.40,-0.010,40
15.25,1.44,0.64,-0.13,-0.010,40
15.26,0.85,-0.57,-0.66,0.001,40
15.27,0.71,0.26,0.40,-0.005,40
15.28,0.93,0.42,0.62,0.006,40
15.29,-0.03,0.19,-0.81,-0.010,40
15.30,-0.18,0.26,-1.49,0.017,40
15.31,-0.62,0.87,-0.06,-0.010,40
15.32,-0.11,0.87,0.85,0.001,40
15.33,-0.18,-0.42,0.17,-0.010,40
15.34,0.56,-0.34,0.32,-0.005,40
15.35,1.00,0.42,0.47,0.001,40
15.36,0.48,-0.04,-0.13,-0.010,40
15.37,0.78,0.11,-0.28,-0.016,40
15.38,0.93,0.34,0.55,-0.010,40
15.39,0.04,0.11,-0.28,-0.005,40
15.40,0.12,0.57,0.55,0.001,40
15.41,0.71,0.49,1.00,-0.010,40
15.42,-0.11,-0.04,1.53,0.006,40
15.43,0.19,0.04,-0.51,0.001,40
15.44,-0.18,0.04,0.17,0.012,40
15.45,-0.18,-0.34,-0.43,0.006,40
15.46,0.48,-0.49,0.47,-0.005,40
15.47,0.78,0.42,-0.81,-0.010,40
15.48,0.63,0.26,-0.28,0.022,40
15.49,0.12,-0.49,0.55,-0.005,40
15.50,-0.03,0.49,-0.66,0.012,40
15.51,0.19,0.95,-1.04,0.006,40
15.52,-0.33,-0.34,-0.43,0.001,40
15.53,0.04,-0.34,0.47,0.001,40
15.54,0.19,0.26,-0.36,0.001,40
15.55,0.34,-0.34,-0.21,0.001,40
15.56,0.48,-0.49,0.55,-0.010,40
15.57,0.41,-0.87,-0.58,-0.010,40
15.58,-0.11,-0.04,-1.64,-0.021,40
15.59,0.56,0.64,-1.11,0.006,40
15.60,0.26,0.19,0.25,0.006,40
15.61,0.26,0.34,-0.36,0.006,40
15.62,0.48,0.26,-0.28,-0.005,40
15.63,0.48,-0.34,-0.43,0.006,40
15.64,0.04,-0.34,0.02,0.001,40
15.65,0.26,-0.57,0.55,0.001,40
15.66,0.26,-0.49,-0.96,0.006,40
15.67,0.71,-0.49,-0.36,0.001,40
15.68,0.63,-0.42,-0.28,-0.016,40
15.69,0.48,0.79,0.55,0.012,40
15.70,0.19,0.11,1.07,-0.005,40
15.71,-0.18,-0.26,-0.28,0.012,40
15.72,0.85,0.57,-0.58,-0.016,40
15.73,0.85,0.42,-0.36,-0.005,40
15.74,0.56,-0.26,1.38,0.001,40
15.75,0.41,0.04,-0.51,-0.010,40
15.76,0.48,-0.49,-0.13,0.001,40
15.77,0.19,-0.19,0.17,-0.010,40
15.78,0.93,0.11,0.70,-0.005,40
15.79,0.34,-0.42,-0.89,0.001,40
15.80,-0.18,-0.19,0.17,0.001,40
15.81,0.34,0.42,0.25,-0.010,40
15.82,0.93,0.11,-0.58,-0.005,40
15.83,0.41,-0.19,0.32,0.006,40
15.84,0.34,0.11,0.25,-0.010,40
15.85,0.93,0.72,0.25,0.001,40
15.86,0.19,0.04,0.47,0.012,40
15.87,0.19,-0.64,0.25,-0.005,40
15.88,0.63,0.72,0.17,0.001,40
15.89,0.63,0.64,0.17,0.006,40
15.90,0.63,-0.26,1.68,0.001,40
15.91,0.56,0.79,-0.66,0.006,40
15.92,0.34,1.10,0.32,-0.010,40
15.93,0.04,0.19,0.40,0.006,40
15.94,-0.40,-0.42,0.70,0.001,40
15.95,-0.40,-0.49,-0.89,0.006,40
15.96,0.26,0.57,-0.58,0.001,40
15.97,0.48,0.87,-0.81,-0.010,40
15.98,0.34,-0.34,0.25,0.006,40
15.99,0.41,-0.11,0.77,-0.005,40
16.00,0.48,1.10,0.17,0.001,40
16.01,0.26,0.11,0.47,0.001,40
16.02,-0.11,-0.19,-0.28,0.001,40
16.03,0.41,0.79,-0.89,-0.005,40
16.04,0.48,-0.11,0.77,-0.010,40
16.05,0.41,-0.42,0.47,-0.016,40
16.06,0.78,0.34,-1.11,0.006,40
16.07,0.19,0.04,-0.89,-0.005,40
16.08,0.26,-0.42,0.55,-0.005,40
16.09,0.04,-0.19,-0.43,-0.016,40
16.10,0.19,-0.34,-1.04,-0.010,40
16.11,0.56,-0.11,-0.89,-0.016,40
16.12,0.56,0.19,-0.28,0.001,40
16.13,-0.03,-0.04,0.17,0.012,40
16.14,-0.25,-0.11,-0.51,0.006,40
16.15,-0.47,0.26,-1.11,0.012,40
16.16,-0.11,0.11,-0.89,0.006,40
16.17,0.12,-0.19,-0.28,0.001,40
16.18,0.26,-0.11,0.25,-0.005,40
16.19,0.63,0.34,-0.36,-0.005,40
16.20,0.63,-0.26,0.25,-0.016,40
16.21,0.71,-0.19,-0.28,0.012,40
16.22,0.41,0.57,0.25,-0.010,40
16.23,0.34,-0.04,-0.51,0.001,40
16.24,0.26,-0.34,0.02,-0.005,40
16.25,0.12,0.34,-0.43,-0.016,40
16.26,0.63,-0.11,1.38,-0.016,40
16.27,0.63,0.04,1.68,0.001,40
16.28,0.56,0.42,0.17,-0.010,40
16.29,0.85,-0.42,-0.51,-0.005,40
16.30,0.34,0.64,0.70,-0.005,40
16.31,0.63,0.57,1.00,0.006,40
16.32,-0.33,-1.25,-0.06,0.006,40
16.33,-0.25,0.26,0.92,0.001,40
16.34,0.78,1.02,0.77,0.006,40
16.35,0.04,-0.04,0.25,-0.010,40
16.36,-0.47,0.64,0.02,0.001,40
16.37,0.41,0.72,-0.21,0.001,40
16.38,-0.03,0.19,0.70,0.012,40
16.39,-0.18,-0.11,1.23,0.006,40
16.40,1.07,-0.26,-0.21,0.012,40
16.41,0.63,-0.72,1.30,-0.005,40
16.42,0.26,-0.19,-0.28,-0.005,40
16.43,0.85,-0.11,-0.96,0.006,40
16.44,0.19,-0.19,-1.19,0.001,40
16.45,0.19,0.49,1.23,-0.010,40
16.46,-0.25,0.04,-0.58,0.006,40
16.47,-0.11,0.19,-0.21,0.006,40
16.48,0.26,0.79,-0.43,-0.005,40
16.49,0.19,-0.19,0.32,0.001,40
16.50,0.41,0.19,0.02,0.012,40
16.51,-0.25,-0.19,-0.36,0.006,40
16.52,-0.40,-0.19,-0.74,0.001,40
16.53,0.26,0.34,-0.28,0.017,40
16.54,0.56,-0.72,-0.58,-0.010,40
16.55,-0.03,-0.49,-0.81,0.001,40
16.56,0.34,0.26,-1.34,0.001,40
16.57,0.12,0.11,-0.36,0.001,40
16.58,-0.25,-0.26,0.09,0.001,40
16.59,0.12,-0.19,0.55,0.012,40
16.60,0.56,0.34,-0.51,0.001,40
16.61,0.48,-0.04,-1.41,0.006,40
16.62,0.56,-0.87,-0.13,-0.005,40
16.63,0.56,0.11,0.40,-0.005,40
16.64,0.71,0.34,-0.74,0.001,40
16.65,-0.03,-0.64,0.02,0.006,40
16.66,0.34,0.11,0.62,0.006,40
16.67,0.71,0.11,0.09,-0.010,40
16.68,0.48,-0.49,-0.21,-0.010,40
16.69,1.37,0.26,0.40,-0.005,40
16.70,1.22,-0.57,-0.51,-0.010,40
16.71,-0.25,-1.55,-0.81,-0.005,40
16.72,0.34,-0.49,1.07,-0.005,40
16.73,0.19,0.26,-1.34,0.001,40
16.74,-0.70,-0.11,-1.19,0.001,40
16.75,-0.25,0.04,0.70,0.006,40
16.76,-0.03,0.64,0.02,0.006,40
16.77,0.19,0.26,0.70,-0.005,40
16.78,0.19,-0.72,0.40,0.001,40
16.79,0.41,-0.34,0.25,0.006,40
16.80,0.19,0.11,1.00,0.001,40
16.81,0.56,-0.11,0.55,0.001,40
16.82,0.12,0.49,-1.49,0.001,40
16.83,-0.25,0.79,0.09,0.006,40
16.84,-0.18,0.72,-0.66,0.012,40
16.85,-0.11,0.11,1.23,0.001,40
16.86,-0.25,-0.49,0.92,0.006,40
16.87,0.12,0.34,-0.06,0.006,40
16.88,0.12,0.72,-0.28,0.001,40
16.89,-0.40,-1.25,0.85,0.001,40
16.90,-0.11,-0.34,0.09,0.006,40
16.91,0.71,0.57,-0.74,-0.010,40
16.92,0.63,-0.72,-0.36,-0.010,40
16.93,0.48,0.72,0.55,0.006,40
16.94,0.63,1.40,-0.13,-0.016,40
16.95,-0.11,-0.26,0.09,0.001,40
16.96,-0.11,-0.19,0.32,-0.010,40
16.97,-0.18,0.95,-0.51,0.006,40
16.98,0.48,-0.11,-0.06,-0.010,40
16.99,0.78,-0.87,-0.36,-0.016,40
17.00,0.78,-0.04,0.09,-0.010,40
17.01,1.00,-0.04,-0.28,0.006,40
17.02,0.63,-0.04,-0.13,-0.005,40
17.03,0.41,0.26,0.02,-0.010,40
17.04,0.41,-0.19,1.15,0.001,40
17.05,0.56,0.72,0.55,0.001,40
17.06,0.63,0.64,-0.81,-0.005,40
17.07,0.56,-0.57,0.85,-0.010,40
17.08,0.93,0.42,1.53,0.006,40
17.09,0.56,0.57,-2.24,-0.005,40
17.10,-0.33,-0.95,0.32,0.012,40
17.11,0.56,0.11,0.62,-0.005,40
17.12,0.26,1.10,0.17,-0.005,40
17.13,-0.33,-0.87,0.70,0.001,40
17.14,-0.11,-0.19,-0.21,-0.005,40
17.15,0.71,1.70,-0.21,0.001,40
17.16,0.48,-0.19,-0.43,-0.005,40
17.17,0.04,-0.95,0.02,0.001,40
17.18,0.04,0.26,0.55,0.001,40
17.19,-0.03,-0.79,0.47,0.006,40
17.20,-0.03,-0.57,-0.28,0.012,40
17.21,-0.11,0.34,-0.51,0.001,40
17.22,0.19,-0.11,0.17,-0.005,40
17.23,-0.03,0.19,0.62,0.001,40
17.24,0.48,0.11,0.47,-0.010,40
17.25,0.26,0.49,-0.43,-0.005,40
17.26,0.93,0.57,0.32,0.001,40
17.27,-0.03,-0.87,0.92,0.017,40
17.28,-0.18,-0.34,-0.06,0.006,40
17.29,0.34,0.95,-0.81,-0.005,40
17.30,-0.33,-0.57,0.62,0.001,40
17.31,-0.62,-0.26,0.09,0.012,40
17.32,0.63,1.10,-1.11,0.012,40
17.33,0.34,0.19,-0.36,0.001,40
17.34,0.26,-1.02,0.32,0.001,40
17.35,0.34,0.26,-0.21,-0.005,40
17.36,0.71,0.42,-0.36,-0.010,40
17.37,0.34,-0.64,0.40,-0.010,40
17.38,-0.03,0.49,-0.74,0.006,40
17.39,-0.62,0.87,-0.74,0.017,40
17.40,-0.70,0.04,0.17,0.012,40
17.41,-0.03,0.26,0.02,0.012,40
17.42,0.26,0.11,0.25,0.001,40
17.43,0.34,-0.04,0.92,-0.016,40
17.44,0.48,0.19,-0.28,-0.005,40
17.45,-0.11,-0.72,-0.51,-0.005,40
17.46,0.19,-0.79,-0.28,0.006,40
17.47,0.48,0.72,-0.81,0.001,40
17.48,-0.03,0.34,0.70,0.006,40
17.49,-0.11,-1.10,-0.74,-0.005,40
17.50,-0.25,0.26,-0.66,0.006,40
17.51,0.26,0.19,-0.43,-0.016,40
17.52,0.04,-1.32,-0.66,0.006,40
17.53,0.04,-0.34,-1.41,-0.005,40
17.54,0.78,0.64,-0.43,0.006,40
17.55,0.04,0.49,-0.43,-0.016,40
17.56,-0.77,0.04,-1.11,-0.010,40
17.57,-0.47,-0.87,0.77,0.006,40
17.58,-0.70,0.34,-0.06,0.001,40
17.59,-0.03,-0.04,-1.34,-0.005,40
17.60,0.63,-0.72,-0.06,0.012,40
17.61,1.07,0.34,-0.21,-0.016,40
17.62,0.78,-0.11,-0.51,-0.005,40
17.63,0.48,-0.64,-0.74,-0.010,40
17.64,0.78,-0.34,0.40,0.017,40
17.65,1.15,-0.11,0.25,-0.016,40
17.66,0.85,1.10,0.85,0.001,40
17.67,0.12,1.25,0.70,0.001,40
17.68,0.12,-0.57,2.51,0.001,40
17.69,0.04,0.49,1.83,0.012,40
17.70,0.41,-0.04,-0.21,0.012,40
17.71,1.15,-0.04,-0.43,-0.005,40
17.72,1.74,1.93,-0.89,-0.010,40
17.73,0.34,-0.11,1.00,-0.010,40
17.74,0.12,-1.55,2.21,0.012,40
17.75,0.63,1.17,-0.96,0.006,40
17.76,0.19,-0.26,-0.06,0.001,40
17.77,0.41,-0.87,1.90,-0.005,40
17.78,0.48,1.63,0.70,-0.005,40
17.79,-0.11,-0.19,-0.74,0.006,40
17.80,-0.33,-1.48,-1.79,0.006,40
17.81,0.71,0.42,0.85,0.006,40
17.82,1.07,0.87,0.40,-0.010,40
17.83,0.34,-0.64,-2.02,0.001,40
17.84,0.04,-0.49,0.09,-0.005,40
17.85,0.12,0.04,-0.74,0.001,40
17.86,-0.77,0.11,0.25,0.001,40
17.87,-0.70,-0.26,0.55,-0.010,40
17.88,-0.18,0.34,-1.56,0.006,40
17.89,0.34,1.10,-0.51,0.001,40
17.90,0.63,0.34,-1.19,0.001,40
17.91,0.56,0.26,1.15,-0.005,40
17.92,-0.25,0.87,-0.51,-0.016,40
17.93,-0.55,-0.57,0.47,-0.010,40
17.94,0.04,0.26,-0.89,0.006,40
17.95,0.04,0.42,-1.56,0.006,40
17.96,-0.33,-1.70,0.25,0.001,40
17.97,-0.11,0.04,-0.13,0.001,40
17.98,0.04,0.49,-0.13,0.012,40
17.99,-0.03,-0.57,-0.36,-0.005,40
18.00,0.19,1.32,-0.66,0.006,40
18.01,0.41,0.79,-1.11,0.006,40
18.02,0.48,-0.64,-0.51,-0.010,40
18.03,0.26,0.49,-0.74,-0.005,40
18.04,0.12,0.95,0.70,0.006,40
18.05,0.19,0.11,-0.06,0.001,40
18.06,-0.03,-0.57,0.02,0.001,40
18.07,-0.25,-1.32,-0.36,0.006,40
18.08,0.48,-0.64,1.00,0.012,40
18.09,0.12,-0.19,-1.11,-0.005,40
18.10,0.04,-1.70,0.09,0.006,40
18.11,0.41,1.02,-1.26,0.006,40
18.12,0.41,1.55,-0.06,-0.016,40
18.13,-0.25,0.11,0.25,0.001,40
18.14,0.12,0.72,-0.58,0.001,40
18.15,0.04,0.64,2.13,0.017,40
18.16,0.19,-0.19,0.09,-0.005,40
18.17,-0.25,0.04,-0.66,-0.010,40
18.18,-0.40,-0.72,0.09,0.001,40
18.19,0.19,0.64,1.00,-0.021,40
18.20,0.48,2.76,2.21,0.006,40
18.21,-0.03,2.38,0.77,0.001,40
18.22,-0.70,-0.72,1.30,0.012,40
18.23,-1.66,-1.63,2.88,0.006,40
18.24,-0.33,2.01,-0.36,0.001,40
18.25,0.63,0.42,-3.15,-0.005,40
18.26,-0.33,-1.10,0.32,-0.005,40
18.27,0.78,0.95,-0.28,-0.005,40
18.28,0.04,0.26,-0.96,0.006,40
18.29,-0.77,-1.70,1.75,0.006,40
18.30,-0.40,-0.57,-0.74,0.012,40
18.31,-0.18,1.40,0.47,0.001,40
18.32,-0.03,0.26,-0.21,0.001,40
18.33,-0.25,-0.49,0.92,-0.005,40
18.34,-0.55,0.19,-0.36,0.001,40
18.35,-0.62,-0.04,0.32,0.006,40
18.36,-0.25,1.02,-0.81,-0.005,40
18.37,-0.25,-0.04,-1.11,0.006,40
18.38,0.41,-0.11,1.00,-0.005,40
18.39,-0.03,0.49,-1.19,0.001,40
18.40,-0.25,-0.95,0.62,0.006,40
18.41,0.63,-0.26,0.62,0.001,40
18.42,0.34,0.34,-0.43,0.001,40
18.43,0.78,-0.87,0.02,-0.016,40
18.44,0.41,0.49,-0.81,-0.016,40
18.45,-0.25,0.57,-3.07,0.001,40
18.46,-0.40,-1.10,1.53,-0.005,40
18.47,0.19,0.57,-0.06,0.001,40
18.48,-0.18,1.25,0.32,0.006,40
18.49,0.04,-0.87,-1.19,0.001,40
18.50,0.34,-0.57,-1.11,0.001,40
18.51,0.71,1.25,0.09,-0.005,40
18.52,-0.11,-0.64,0.55,0.006,40
18.53,-0.11,-1.48,-1.19,-0.005,40
18.54,0.71,0.26,-0.21,0.006,40
18.55,0.41,0.11,-1.34,0.006,40
18.56,0.48,-1.40,-0.96,-0.010,40
18.57,-0.62,0.26,-1.11,0.001,40
18.58,-0.33,1.70,-0.21,0.001,40
18.59,0.19,1.32,1.60,0.006,40
18.60,0.34,-0.49,0.25,0.006,40
18.61,-0.62,-4.73,0.70,0.001,40
18.62,-0.33,-2.46,0.32,0.012,40
18.63,1.00,3.22,0.70,-0.005,40
18.64,-0.62,0.26,0.09,0.012,40
18.65,-0.99,-2.69,-2.09,0.012,40
18.66,0.78,3.29,-0.58,0.001,40
18.67,1.52,4.20,-0.28,-0.010,40
18.68,0.04,-1.32,2.51,-0.010,40
18.69,-0.84,-0.11,-0.58,0.001,40
18.70,-0.11,1.70,1.23,0.006,40
18.71,-1.29,-1.48,1.53,0.012,40
18.72,-0.77,-0.64,-1.04,0.006,40
18.73,0.56,1.40,0.85,0.006,40
18.74,-0.18,-0.19,1.68,0.012,40
18.75,-0.18,-0.95,1.15,0.001,40
18.76,1.30,1.70,0.02,0.001,40
18.77,0.93,1.40,0.47,-0.005,40
18.78,0.04,-0.34,1.00,0.006,40
18.79,1.07,0.11,0.25,-0.016,40
18.80,1.00,0.57,0.09,0.006,40
18.81,1.00,0.34,2.21,-0.021,40
18.82,0.71,-0.11,-0.36,-0.016,40
18.83,-0.99,-0.26,-0.28,0.006,40
18.84,-1.21,0.19,-0.28,0.006,40
18.85,0.34,0.11,-0.28,-0.010,40
18.86,0.34,1.17,-1.26,-0.005,40
18.87,0.85,-0.57,-0.28,-0.005,40
18.88,1.00,-1.63,1.38,0.006,40
18.89,1.07,1.63,-1.11,-0.010,40
18.90,0.85,0.95,-0.28,-0.010,40
18.91,0.41,-1.32,0.92,0.001,40
18.92,0.56,-1.17,-0.21,0.006,40
18.93,0.12,0.42,-2.02,0.006,40
18.94,1.37,0.95,0.47,-0.027,40
18.95,0.78,0.11,0.70,0.006,40
18.96,-0.18,-0.42,-0.81,0.006,40
18.97,-0.47,0.34,-0.13,-0.005,40
18.98,0.12,0.95,-0.06,-0.016,40
18.99,-0.40,0.11,-1.79,0.012,40
19.00,-0.40,-1.93,0.77,0.006,40
19.01,0.04,-0.95,1.00,0.001,40
19.02,-0.11,2.16,-1.56,0.006,40
19.03,-0.03,-0.11,-1.64,-0.005,40
19.04,-0.47,-2.46,0.09,0.001,40
19.05,1.00,1.63,0.17,0.001,40
19.06,-0.11,1.40,-1.41,-0.010,40
19.07,-0.62,-1.63,-0.28,0.001,40
19.08,0.34,-1.02,1.75,-0.016,40
19.09,0.48,0.26,0.47,0.001,40
19.10,-0.03,-0.42,0.17,0.001,40
19.11,0.19,0.19,-1.04,-0.016,40
19.12,0.41,1.17,0.25,0.017,40
19.13,0.19,-1.10,1.45,-0.005,40
19.14,-0.03,-0.42,1.90,0.006,40
19.15,0.04,2.23,-1.11,0.006,40
19.16,-0.25,-0.42,-0.43,-0.005,40
19.17,-0.11,-1.40,2.05,0.006,40
19.18,1.22,1.70,-1.04,0.001,40
19.19,0.19,0.34,-0.81,0.001,40
19.20,-0.55,-1.17,0.70,0.017,40
19.21,0.12,0.49,1.38,0.001,40
19.22,-0.25,-0.64,0.77,0.006,40
19.23,0.41,-0.49,-0.13,0.001,40
19.24,1.00,0.11,-0.89,-0.005,40
19.25,0.12,-0.57,0.40,0.001,40
19.26,0.34,0.79,-0.06,-0.010,40
19.27,1.00,1.17,-0.81,-0.005,40
19.28,0.93,0.42,0.62,0.012,40
19.29,0.26,-0.49,-0.28,0.012,40
19.30,0.12,-0.72,0.09,0.001,40
19.31,-0.25,0.64,1.07,-0.005,40
19.32,-0.62,0.57,-0.36,0.006,40
19.33,-0.55,-0.19,0.92,0.006,40
19.34,0.78,0.34,-2.02,0.001,40
19.35,-0.11,0.11,-0.36,-0.010,40
19.36,-0.11,-0.72,0.55,0.001,40
19.37,-0.55,0.79,0.17,0.012,40
19.38,-0.84,0.49,-0.43,0.012,40
19.39,-1.07,-0.87,-1.56,0.012,40
19.40,0.04,-0.42,0.02,0.006,40
19.41,0.41,1.02,-1.11,0.006,40
19.42,0.26,-0.42,-0.21,-0.005,40
19.43,-0.03,-1.40,0.70,0.001,40
19.44,0.26,0.95,-0.51,0.012,40
19.45,0.56,1.32,-0.96,0.006,40
19.46,-0.62,-1.55,-0.51,0.006,40
19.47,-0.11,-1.25,-0.36,0.006,40
19.48,0.63,1.78,-1.34,0.001,40
19.49,-0.03,-0.04,0.09,0.012,40
19.50,-0.11,-1.25,0.92,-0.010,40
19.51,0.34,1.48,0.32,0.001,40
19.52,0.63,0.11,-0.74,0.006,40
19.53,-0.40,-0.49,0.47,0.012,40
19.54,0.63,0.11,0.17,0.001,40
19.55,0.48,-1.40,-0.74,-0.010,40
19.56,-0.40,-0.49,-0.36,0.001,40
19.57,0.71,1.63,0.17,-0.010,40
19.58,-0.47,-0.26,0.70,-0.005,40
19.59,-0.84,1.48,0.55,0.001,40
19.60,0.34,2.31,0.47,-0.005,40
19.61,0.04,-0.87,1.23,0.012,40
19.62,-0.03,-1.02,1.60,0.001,40
19.63,0.41,0.42,-1.19,0.012,40
19.64,1.22,0.79,1.15,-0.010,40
19.65,0.41,0.19,0.47,0.012,40
19.66,0.19,0.19,0.40,0.001,40
19.67,0.48,0.95,-0.36,0.006,40
19.68,0.04,0.04,-0.21,-0.005,40
19.69,-0.25,-0.57,0.32,-0.016,40
19.70,0.12,0.57,0.09,-0.010,40
19.71,0.19,-0.26,0.55,-0.005,40
19.72,0.71,-1.25,0.47,-0.010,40
19.73,0.26,0.42,-1.56,-0.010,40
19.74,0.26,0.04,-0.36,-0.005,40
19.75,-0.92,-0.19,1.45,0.001,40
19.76,-0.33,1.48,-0.21,0.012,40
19.77,0.26,0.11,-0.13,-0.005,40
19.78,0.19,-1.02,0.09,0.006,40
19.79,0.19,0.87,0.62,0.001,40
19.80,0.04,0.87,0.32,0.006,40
19.81,-1.21,0.49,-1.49,0.001,40
19.82,-1.07,1.02,-0.74,0.012,40
19.83,0.04,-0.19,-0.21,0.006,40
19.84,-0.11,-1.10,1.45,0.012,40
19.85,-0.18,0.72,0.02,-0.005,40
19.86,1.15,0.57,-0.89,-0.005,40
19.87,0.04,-1.10,0.92,0.001,40
19.88,-0.25,-0.26,-1.19,0.012,40
19.89,-0.70,1.10,-1.19,0.012,40
19.90,-0.25,1.17,-0.74,0.006,40
19.91,-0.40,-0.04,1.07,0.012,40
19.92,0.04,-0.49,-0.21,0.001,40
19.93,0.78,-0.19,1.90,-0.005,40
19.94,0.34,-0.19,-1.04,0.006,40
19.95,-0.25,-0.57,-0.43,-0.005,40
19.96,0.12,0.42,0.32,-0.005,40
19.97,0.26,0.42,-1.64,0.001,40
19.98,-0.18,0.19,0.77,0.001,40
19.99,0.41,0.26,-0.36,-0.010,40
20.00,0.78,-1.02,0.92,-0.005,40
20.01,-0.18,-1.63,-0.13,0.006,40
20.02,0.63,0.49,0.55,0.001,40
20.03,0.34,1.25,-0.66,0.006,40
20.04,-0.11,-1.40,-0.89,0.006,40
20.05,0.26,-0.79,1.38,0.001,40
20.06,1.00,1.48,-0.96,-0.005,40
20.07,0.71,0.19,0.55,0.012,40
20.08,0.04,-1.78,1.30,0.006,40
20.09,0.12,0.87,-0.28,-0.016,40
20.10,0.78,1.17,-0.36,0.001,40
20.11,0.12,-1.10,-0.43,0.001,40
20.12,0.48,0.19,0.09,-0.005,40
20.13,0.63,0.34,-0.51,0.022,40
20.14,-0.25,-0.34,0.55,0.017,40
20.15,0.26,0.72,-0.96,-0.010,40
20.16,0.56,-1.10,0.62,0.001,40
20.17,-0.47,-1.02,-0.28,0.006,40
20.18,0.26,1.10,-0.28,0.006,40
20.19,0.26,-0.79,-0.96,-0.010,40
20.20,-0.70,-1.17,-0.51,0.001,40
20.21,0.56,0.42,0.32,0.012,40
20.22,0.78,0.26,-0.89,0.001,40
20.23,-0.11,-0.26,-0.58,0.001,40
20.24,0.26,-0.87,-0.21,0.001,40
20.25,0.04,-0.26,-0.13,0.012,40
20.26,-0.03,0.49,-1.49,0.012,40
20.27,-0.11,0.19,0.25,0.006,40
20.28,0.26,0.49,-0.58,-0.005,40
20.29,-0.18,0.34,0.09,-0.005,40
20.30,-0.70,-1.10,-0.58,0.001,40
20.31,-0.55,-0.42,-0.21,0.006,40
20.32,-0.18,0.87,0.02,0.006,40
20.33,0.41,-0.11,-0.13,0.006,40
20.34,0.19,0.42,0.25,0.001,40
20.35,0.19,0.79,0.09,-0.010,40
20.36,-0.33,-0.49,-0.21,0.006,40
20.37,-0.33,0.19,0.55,-0.010,40
20.38,0.34,0.19,1.45,-0.021,40
20.39,-0.03,0.04,-0.58,0.001,40
20.40,-0.18,0.79,-0.58,-0.010,40
20.41,-0.33,0.49,1.00,-0.005,40
20.42,-0.47,1.17,-0.13,-0.005,40
20.43,0.19,0.57,2.05,0.012,40
20.44,0.41,-0.87,-0.06,0.001,40
20.45,0.78,0.87,0.25,0.006,40
20.46,1.07,0.57,1.38,0.012,40
20.47,0.26,-0.87,1.68,0.001,40
20.48,-0.03,1.55,0.85,-0.005,40
20.49,0.12,1.02,0.92,0.001,40
20.50,0.04,-0.72,0.32,-0.005,40
20.51,0.34,0.49,0.77,-0.005,40
20.52,1.00,0.42,0.85,0.001,40
20.53,0.78,-0.26,0.32,-0.005,40
20.54,0.56,-0.11,1.15,0.006,40
20.55,0.12,0.64,0.17,0.001,40
20.56,0.63,0.87,-0.43,-0.010,40
20.57,0.19,0.42,-0.21,-0.005,40
20.58,0.19,-0.19,-0.21,-0.005,40
20.59,0.34,-0.04,0.77,-0.005,40
20.60,0.19,-0.04,0.32,0.001,40
20.61,-0.11,0.11,0.17,0.006,40
20.62,-0.03,0.95,-0.74,0.006,40
20.63,0.19,0.26,-0.74,-0.016,40
20.64,0.41,-0.57,0.09,0.001,40
20.65,0.26,1.17,0.17,0.001,40
20.66,0.26,1.17,-0.51,-0.010,40
20.67,0.04,-1.17,-0.96,0.012,40
20.68,0.04,-1.93,1.68,0.006,40
20.69,0.19,0.04,-1.19,0.017,40
20.70,-0.77,0.72,-2.09,0.006,40
20.71,-0.99,-0.26,-0.43,0.017,40
20.72,-0.70,0.49,-0.21,0.022,40
20.73,-0.25,1.63,-0.58,0.001,40
20.74,0.04,-0.04,0.70,0.001,40
20.75,0.12,-0.87,0.25,0.006,40
20.76,-0.18,0.11,0.40,0.001,40
20.77,-0.25,-0.26,-0.89,0.017,40
20.78,-0.47,-0.72,-0.96,0.012,40
20.79,-0.55,0.19,-1.34,0.006,40
20.80,-0.33,0.26,-0.74,0.006,40
20.81,-0.33,-0.57,0.62,0.012,40
20.82,-0.11,-0.34,0.32,0.006,40
20.83,0.48,0.19,0.09,0.006,40
